date,tweet
2018-02-03 21:34:32+00:00,Falcon Heavy launch simulation almost ready. Will be set to Bowie¡¯s Life on Mars.
2018-02-02 22:34:10+00:00,"Apparently, some customs agencies are saying they won¡¯t allow shipment of anything called a ¡°Flamethrower¡±. To solve this, we are renaming it ¡°Not a Flamethrower¡±."
2018-02-01 05:19:19+00:00,All flamethrowers will ship with a complimentary boring fire extinguisher
2018-02-01 05:15:31+00:00,Flamethrowers sold out
2018-01-29 01:27:56+00:00,"But wait, there¡¯s more: the flamethrower is sentient, its safe word is ¡°cryptocurrency¡± and it comes with a free blockchain"
2018-01-28 06:03:40+00:00,The rumor that I¡¯m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false
2018-01-28 04:26:25+00:00,"Obviously, a flamethrower is a super terrible idea. Definitely don¡¯t buy one."
2018-01-28 03:07:40+00:00,"1,000 ordered already, only 19,000 left!"
2018-01-28 02:35:25+00:00,"When the zombie apocalypse happens, you¡¯ll be glad you bought a flamethrower. Works against hordes of the undead or your money back!"
2018-01-27 21:15:29+00:00,Aiming for first flight of Falcon Heavy on Feb 6 from Apollo launchpad 39A at Cape Kennedy. Easy viewing from the public causeway.
2018-01-07 02:33:02+00:00,"Gonna put an old school drive-in, roller skates &amp; rock restaurant at one of the new Tesla Supercharger locations in LA"
2017-12-26 17:46:29+00:00,"Wanted again to send a note of deep gratitude to Tesla owners WW for taking a chance on a new company that all experts said would fail. 

So much blood, sweat &amp; tears from the Tesla team went into creating cars that you¡¯d truly love. I hope you do.

How can we improve further?"
2017-12-24 21:50:14+00:00,"Hats sold out, flamethrowers soon!"
2017-12-24 04:29:59+00:00,"So strange that people often believe things inversely proportionate to the evidence. Given a set of possible explanations, why pick the extremely unlikely one!?"
2017-12-24 03:59:34+00:00,Having a sinking feeling that most people actually do think it was aliens ¡¦
2017-12-23 23:57:50+00:00,"When you get the new Tesla software update, go Ho Ho Ho. There¡¯s an Easter egg inside the Easter egg, but it¡¯s not funny."
2017-12-23 23:27:03+00:00,"46k limited edition boring hats sold, 4K to go. Then flamethrower."
2017-12-23 22:43:56+00:00,I think last night might have been the biggest Rorschach test ever
2017-12-23 09:10:30+00:00,"If you liked tonight¡¯s launch, you will really like Falcon Heavy next month: 3 rocket cores &amp; 3X thrust. 2 cores return to base doing synchronized aerobatics. 3rd lands on droneship."
2017-12-21 17:50:20+00:00,I love Twitter
2017-12-16 04:18:07+00:00,42k
2017-12-14 19:24:06+00:00,"10 hat aficionados, in appreciation for their exquisite taste in millinery, will be picked at random to tour the LA tunnel &amp; drive boring machine"
2017-12-12 16:34:27+00:00,"35,000"
2017-12-11 03:11:55+00:00,"After 50k hats, we will start selling The Boring Company flamethrower"
2017-12-11 03:07:10+00:00,"Over 30,000 hats sold!"
2017-12-02 02:22:01+00:00,Payload will be my midnight cherry Tesla Roadster playing Space Oddity. Destination is Mars orbit. Will be in deep space for a billion years or so if it doesn¡¯t blow up on ascent.
2017-12-02 02:17:12+00:00,"Falcon Heavy to launch next month from Apollo 11 pad at the Cape. Will have double thrust of next largest rocket. Guaranteed to be exciting, one way or another."
2017-11-12 21:30:33+00:00,Tesla Semi Truck unveil to be webcast live on Thursday at 8pm! This will blow your mind clear out of your skull and into an alternate dimension. Just need to find my portal gun ...
2017-10-26 21:10:00+00:00,"Btw, just want to express a word of appreciation for the hard work of the Tesla Gigafactory team. Reason I camped on the roof was because it was less time than driving to a hotel room in Reno. Production hell, ~8th circle ¡¦"
2017-10-19 16:30:43+00:00,"Congratulations to Coulter Tilton of Missouri, buyer of hat 5000! You have won a free hat signed by the Boring team."
2017-10-19 14:57:21+00:00,Now at 6400 hats ¡¦
2017-10-14 18:03:55+00:00,BFR AMA on r/space in 2 hours
2017-10-06 20:10:05+00:00,Tesla Semi unveil now Nov 16. Diverting resources to fix Model 3 bottlenecks &amp; increase battery production for Puerto Rico &amp; other affected areas.
2017-09-27 00:18:59+00:00,"Prev ideas for paying ~$10B dev cost incl. Kickstarter &amp; collecting underpants, which turned out to be um... less lucrative than expected"
2017-09-27 00:03:12+00:00,Headed to Adelaide soon to describe new BFR planetary colonizer design in detail @IAC2017. This should be worth seeing. Design feels right.
2017-09-25 10:15:05+00:00,Major improvements &amp; some unexpected applications to be unveiled on Friday at @IAC2017 in Australia
2017-09-13 23:20:00+00:00,Tesla Semi truck unveil &amp; test ride tentatively scheduled for Oct 26th in Hawthorne. Worth seeing this beast in person. It's unreal.
2017-08-31 19:05:46+00:00,"Putting together SpaceX rocket landing blooper reel. We messed up a lot before it finally worked, but there's some epic explosion footage ¡¦"
2017-08-28 08:35:56+00:00,Will run the SpaceX pusher sled later this week and see what it can do
2017-08-28 00:52:32+00:00,"Might be possible to go supersonic in our test Hyperloop tube, even though it's only 0.8 miles long. Very high accel/decel needed ¡¦"
2017-08-28 00:32:44+00:00,"Congratulations to WARR team from Tech Univ Munich for winning 2nd @Hyperloop competition! Peak speed of 324 km/h, which is over 200 mph!!"
2017-08-27 22:12:10+00:00,Just arrived at the @Hyperloop competition final. Student teams have amazing talent!
2017-08-21 17:20:14+00:00,Watching eclipse with sunglasses on through the Model S glass roof. Wow!
2017-08-20 01:08:59+00:00,Pics of SpaceX spacesuit developed for NASA commercial crew program coming out next week. Undergoing ocean landing mobility/safety tests.
2017-08-12 00:41:45+00:00,"Nobody likes being regulated, but everything (cars, planes, food, drugs, etc) that's a danger to the public is regulated. AI should be too."
2017-08-12 00:15:22+00:00,OpenAI first ever to defeat world's best players in competitive eSports. Vastly more complex than traditional board games like chess &amp; Go.
2017-07-29 01:30:38+00:00,Couldn't believe how incredibly inspiring and creative they were!!
2017-07-29 01:27:10+00:00,Project Loveday winners ...
2017-07-20 15:09:10+00:00,Just received verbal govt approval for The Boring Company to build an underground NY-Phil-Balt-DC Hyperloop. NY-DC in 29 mins.
2017-07-14 17:57:08+00:00,It's what you don't say
2017-07-09 00:11:04+00:00,Production unit 1 of Model 3 is now built and going through final checkout. Pics soon.
2017-07-03 22:44:00+00:00,Wanted to say thanks to all that own or ordered a Tesla. It matters to us that you took a risk on a new car company. We won't forget.
2017-07-03 05:48:00+00:00,Model 3 passed all regulatory requirements for production two weeks ahead of schedule. Expecting to complete SN1 on Friday
2017-06-29 18:14:34+00:00,Because it's off the wall
2017-06-29 05:33:29+00:00,And I don't care who knows it. Our love will never die.
2017-06-29 01:42:36+00:00,I love floors
2017-06-28 23:09:17+00:00,No longer waiting for Godot. It has begun boring and just completed the first segment of tunnel in LA.
2017-06-25 20:56:21+00:00,New titanium grid fins worked even better than expected. Should be capable of an indefinite number of flights with no service.
2017-06-23 19:32:18+00:00,"Rocket is extra toasty and hit the deck hard (used almost all of the emergency crush core), but otherwise good"
2017-06-23 18:07:57+00:00,Falcon 9 will experience its highest ever reentry force and heat in today's launch. Good chance rocket booster doesn't make it back.
2017-06-22 23:50:11+00:00,Do want irony on social media?
2017-06-22 16:43:54+00:00,Must remember that irony and social media are not friends. Keep forgetting. Dammit.
2017-06-09 09:55:34+00:00,Few people know that we started Tesla when GM forcibly recalled all electric cars from customers in 2003 &amp; then crushed them in a junkyard
2017-06-08 19:59:20+00:00,"Just tap the voice button on the steering wheel and say ""Play Monty Python"" or ""Navigate home"" or anything. Voice commands work pretty well."
2017-06-08 19:10:27+00:00,"In the US, you can ask your Tesla to play any Monty Python (or other comedy) skit. Doesn't work outside US yet."
2017-06-08 19:05:56+00:00,Try the new Tesla DJ station on streaming radio
2017-06-07 01:12:44+00:00,"A little red wine, vintage record, some Ambien ... and magic!"
2017-06-04 04:49:56+00:00,It's starting to feel kinda normal to reuse rockets. Good. That's how it is for cars &amp; airplanes and how it should be for rockets.
